StudentID,Gender,Year_02,Kinder_Age,Disability,NCCD-Funded,01.SES,02.SES,NumSibling,SiblingOrder,NumAbvYear9,NumAbvDiploma,NumProf,Burt-01-SOY,Burt-01-EOY,Clay-01-SOY,Clay-01-EOY,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Year3_Writing_At_Risk,Burt-01-ROC,Clay-01-ROC,TextLevel-01-ROC,TextLevel-02-ROC,TextLevel-01-02-ROC,Year3_Writing_At_Risk_N,Counting-02-ROC,Place Value-02-ROC,Addition and Subtraction-02-ROC,Multiplication and Division-02-ROC,Gender_N,Disability_N
SN74905232,Female,2018,5.2,Disability_Cognitive,0,95,95,2,2,2,1,1,1,22,0,9,0,9,13,14,17,22,0,23,0,2,0,0,0,1,0,0,True,2100.0,9.0,13.0,57.14,69.23,1,2.0,0.0,1.0,0.0,0,0
SN10489718,Male,2020,5.7,Disability_Non-disable,0,104,104,2,1,2,2,1,60,72,0,1,15,13,22,26,30,30,35,51,3,5,2,3,3,5,2,4,False,20.0,1.0,46.67,15.38,36.36,0,66.67,50.0,66.67,100.0,1,1
SN65888726,Male,2016,4.7,Disability_Non-disable,0,114,114,1,1,0,0,0,27,33,14,13,18,16,23,29,30,31,20,32,1,2,1,2,0,1,2,1,False,22.22,-7.14,27.78,6.9,34.78,0,100.0,100.0,1.0,-50.0,1,1
SN98311173,Female,2017,5.1,Disability_Non-disable,0,114,114,3,1,1,0,0,16,34,9,10,12,12,17,17,23,31,42,31,1,3,1,2,0,2,1,2,True,112.5,11.11,41.67,82.35,82.35,1,200.0,100.0,2.0,100.0,0,1
SN81422298,Male,2018,4.8,Disability_Non-disable,0,89,89,3,3,2,1,0,24,41,7,4,6,15,23,22,21,27,13,29,2,4,1,2,2,4,1,2,False,70.83,-42.86,283.33,22.73,17.39,0,100.0,100.0,100.0,100.0,1,1
SN59569271,Female,2018,5.5,Disability_Non-disable,0,114,114,3,2,2,1,1,28,43,0,0,11,19,26,26,27,29,30,29,3,4,1,2,2,2,2,2,False,53.57,0.0,136.36,11.54,11.54,0,33.33,100.0,0.0,0.0,0,1
SN17298068,Male,2017,5.5,Disability_Non-disable,0,97,99,3,3,2,1,0,25,28,0,2,16,15,16,24,24,28,18,32,2,3,1,2,1,2,2,1,False,12.0,2.0,0.0,16.67,75.0,0,50.0,100.0,100.0,-50.0,1,1
SN75390367,Female,2020,4.9,Disability_Non-disable,0,91,105,3,2,2,2,1,18,42,0,0,14,17,25,28,29,29,44,35,1,3,1,2,1,2,0,2,False,133.33,0.0,78.57,3.57,16.0,0,200.0,100.0,100.0,2.0,0,1
SN71519806,Female,2021,4.7,Disability_Non-disable,0,78,78,4,4,1,0,0,14,31,0,1,6,11,20,22,27,31,33,37,1,3,1,2,1,2,0,2,False,121.43,1.0,233.33,40.91,55.0,0,200.0,100.0,100.0,2.0,0,1
SN91501262,Male,2017,5.9,Disability_Non-disable,0,95,95,3,2,2,0,1,21,38,0,0,5,16,22,19,23,25,21,32,2,2,1,2,1,3,2,2,True,80.95,0.0,340.0,31.58,13.64,1,0.0,100.0,200.0,0.0,1,1
SN86508242,Male,2016,5.2,Disability_Non-disable,0,114,114,2,1,1,1,0,21,29,0,14,8,16,22,19,25,30,16,28,2,3,1,1,1,2,2,2,False,38.1,14.0,175.0,57.89,36.36,0,50.0,0.0,100.0,0.0,1,1
SN26815294,Female,2020,5.2,Disability_Non-disable,0,114,114,1,1,1,0,0,26,40,0,0,15,19,22,31,29,30,26,45,1,4,1,2,1,3,1,2,False,53.85,0.0,46.67,-3.23,36.36,0,300.0,100.0,200.0,100.0,0,1
SN94077914,Female,2020,4.6,Disability_Non-disable,0,95,95,1,1,1,1,1,35,52,2,4,15,20,21,25,28,29,31,44,2,2,1,1,1,3,2,2,False,48.57,100.0,40.0,16.0,38.1,0,0.0,0.0,200.0,0.0,0,1
SN29423701,Male,2020,5.4,Disability_Non-disable,0,120,120,1,1,2,1,1,33,47,1,0,12,16,19,21,29,30,17,39,3,3,2,2,2,3,2,2,True,42.42,-100.0,58.33,42.86,57.89,1,0.0,0.0,50.0,0.0,1,1
SN37591121,Female,2018,5.4,Disability_Non-disable,0,114,114,3,1,2,1,1,24,29,0,2,8,17,22,24,26,28,27,34,2,3,1,2,2,2,1,2,False,20.83,2.0,175.0,16.67,27.27,0,50.0,100.0,0.0,100.0,0,1
SN33186626,Female,2021,5.6,Disability_Non-disable,0,101,96,2,1,2,1,1,27,39,4,0,9,17,21,18,27,30,10,33,2,3,1,1,1,3,1,2,True,44.44,-100.0,133.33,66.67,42.86,1,50.0,0.0,200.0,100.0,0,1
SN08296568,Male,2021,5.5,Disability_SocialEmotional,0,96,95,3,2,2,2,2,22,31,2,0,17,19,25,26,29,30,26,28,4,4,2,2,4,5,2,3,False,40.91,-100.0,47.06,15.38,20.0,0,0.0,0.0,25.0,50.0,1,4
SN09475349,Female,2021,5.0,Disability_Non-disable,0,115,104,2,1,2,1,1,8,29,3,0,6,14,20,20,23,27,15,42,2,3,1,2,0,2,2,3,False,262.5,-100.0,233.33,35.0,35.0,0,50.0,100.0,2.0,50.0,0,1
SN61899385,Male,2021,5.3,Disability_Cognitive,0,114,102,1,1,2,2,0,20,33,1,1,7,10,20,24,26,29,22,46,2,2,1,2,1,2,0,2,False,65.0,0.0,185.71,20.83,45.0,0,0.0,100.0,100.0,2.0,1,0
SN22356255,Male,2018,5.9,Disability_Cognitive,1,108,108,2,1,2,2,2,12,27,0,12,6,14,19,16,20,23,20,23,2,2,1,2,1,2,2,2,True,125.0,12.0,216.67,43.75,21.05,1,0.0,100.0,100.0,0.0,1,0
SN33208320,Male,2020,5.0,Disability_Non-disable,0,114,114,3,2,2,1,1,14,28,8,0,11,17,19,19,24,24,14,29,1,4,2,2,1,4,1,2,False,100.0,-100.0,72.73,26.32,26.32,0,300.0,0.0,300.0,100.0,1,1
SN14014989,Female,2018,4.9,Disability_Non-disable,0,92,92,3,3,2,1,0,21,30,0,0,9,14,22,22,27,26,39,36,2,3,1,1,2,2,2,2,False,42.86,0.0,144.44,18.18,18.18,0,50.0,0.0,0.0,0.0,0,1
SN97496790,Female,2018,5.2,Disability_Non-disable,0,92,92,2,2,1,1,1,28,32,0,1,15,16,21,26,27,26,36,39,3,4,1,2,1,4,2,2,False,14.29,1.0,40.0,0.0,23.81,0,33.33,100.0,300.0,0.0,0,1
SN50755247,Male,2018,5.3,Disability_Non-disable,0,88,88,7,5,2,0,0,5,22,1,14,2,8,14,14,17,23,10,11,2,2,1,2,1,2,2,2,True,340.0,1300.0,600.0,64.29,64.29,1,0.0,100.0,100.0,0.0,1,1
SN33486826,Female,2016,5.7,Disability_Non-disable,0,101,101,3,3,2,1,1,26,32,0,1,14,14,18,21,26,23,29,39,3,3,1,2,0,2,1,3,False,23.08,1.0,28.57,9.52,27.78,0,0.0,100.0,2.0,200.0,0,1
SN23569520,Female,2020,4.6,Disability_Cognitive,0,105,105,2,2,1,1,0,19,25,0,0,7,15,13,14,19,26,21,32,1,3,1,1,0,2,1,2,True,31.58,0.0,85.71,85.71,100.0,1,200.0,0.0,2.0,100.0,0,0
SN44885581,Male,2017,4.8,Disability_Non-disable,0,95,95,1,1,1,1,1,9,32,8,15,6,14,19,22,26,30,10,14,1,2,1,1,1,2,2,2,False,255.56,87.5,216.67,36.36,57.89,0,100.0,0.0,100.0,0.0,1,1
SN68929936,Female,2021,5.3,Disability_Non-disable,0,91,89,3,2,2,0,0,43,71,1,2,19,18,27,26,30,28,81,47,3,5,2,4,4,5,2,4,False,65.12,100.0,42.11,7.69,3.7,0,66.67,100.0,25.0,100.0,0,1
SN70712688,Male,2018,5.4,Disability_Physical,1,102,102,2,1,2,0,1,25,38,1,1,18,16,23,28,32,30,32,34,3,4,1,2,1,2,1,1,True,52.0,0.0,27.78,7.14,30.43,1,33.33,100.0,100.0,0.0,1,2
SN91267796,Male,2020,6.1,Disability_Cognitive,1,114,114,3,1,2,2,1,15,28,6,0,4,13,22,16,20,24,14,34,1,2,1,1,1,1,1,1,False,86.67,-100.0,450.0,50.0,9.09,0,100.0,0.0,0.0,0.0,1,0
SN89354288,Male,2020,5.7,Disability_Cognitive,0,101,101,2,2,2,0,2,27,32,0,0,12,15,20,21,23,30,16,39,2,2,1,1,1,2,1,2,False,18.52,0.0,66.67,42.86,50.0,0,0.0,0.0,100.0,100.0,1,0
SN40944282,Male,2021,4.7,Disability_Non-disable,0,107,96,3,3,2,2,0,21,31,0,0,10,11,16,25,28,30,30,33,3,5,2,2,3,5,2,3,False,47.62,0.0,60.0,20.0,87.5,0,66.67,0.0,66.67,50.0,1,1
SN29183663,Female,2016,5.4,Disability_Non-disable,0,114,114,3,2,0,0,0,21,23,0,5,13,10,17,16,25,25,14,34,2,3,1,1,2,2,2,2,False,9.52,5.0,30.77,56.25,47.06,0,50.0,0.0,0.0,0.0,0,1
SN48742388,Female,2018,5.4,Disability_Non-disable,0,117,117,3,3,2,1,1,21,38,0,0,17,14,18,20,22,28,31,34,3,3,1,2,1,1,2,2,False,80.95,0.0,5.88,40.0,55.56,0,0.0,100.0,0.0,0.0,0,1
SN67679491,Female,2018,4.7,Disability_Physical,0,117,117,4,4,2,1,2,23,37,0,1,13,17,20,20,23,26,31,33,1,3,1,2,1,2,1,2,False,60.87,1.0,53.85,30.0,30.0,0,200.0,100.0,100.0,100.0,0,2
SN05095136,Male,2016,5.3,Disability_Non-disable,0,101,101,2,2,2,2,2,60,73,0,0,21,21,24,32,29,29,24,32,0,4,1,2,2,4,0,0,False,21.67,0.0,14.29,-9.38,20.83,0,4.0,100.0,100.0,0.0,1,1
SN78590866,Female,2017,5.4,Disability_Non-disable,0,98,98,3,1,2,0,1,20,29,0,0,13,16,24,23,24,30,30,33,1,3,1,2,2,2,2,2,False,45.0,0.0,84.62,30.43,25.0,0,200.0,100.0,0.0,0.0,0,1
SN40804580,Female,2017,4.8,Disability_Non-disable,0,102,102,2,1,2,2,2,25,42,0,0,10,16,23,26,31,32,33,31,1,4,0,3,1,4,1,1,False,68.0,0.0,130.0,23.08,39.13,0,300.0,3.0,300.0,0.0,0,1
SN76965985,Female,2018,5.1,Disability_Non-disable,0,120,120,3,3,0,0,0,22,30,0,0,12,13,21,19,24,26,19,32,2,3,1,2,1,1,1,1,False,36.36,0.0,75.0,36.84,23.81,0,50.0,100.0,0.0,0.0,0,1
SN01551450,Female,2021,5.8,Disability_Non-disable,0,94,91,2,1,2,2,2,16,30,0,12,8,10,20,19,26,27,30,33,2,3,1,1,2,2,0,1,False,87.5,12.0,150.0,42.11,35.0,0,50.0,0.0,0.0,1.0,0,1
SN45717227,Male,2020,5.5,Disability_Non-disable,0,109,109,2,2,2,2,1,41,52,0,0,15,32,28,29,30,30,26,50,2,4,1,2,2,2,2,2,False,26.83,0.0,86.67,3.45,7.14,0,100.0,100.0,0.0,0.0,1,1
SN04955943,Female,2020,5.2,Disability_Cognitive,0,101,101,1,1,0,0,0,13,26,6,13,9,15,18,17,20,23,16,38,1,2,1,1,0,2,0,2,False,100.0,116.67,100.0,35.29,27.78,0,100.0,0.0,2.0,2.0,0,0
SN57270856,Male,2018,6.0,Disability_Non-disable,0,94,94,3,1,2,2,0,17,35,10,13,6,13,16,17,16,24,14,31,1,2,0,2,1,2,0,2,False,105.88,30.0,166.67,41.18,50.0,0,100.0,2.0,100.0,2.0,1,1
SN32783221,Female,2021,5.3,Disability_Non-disable,0,99,94,4,3,2,1,2,30,47,1,0,23,26,29,28,30,29,39,41,4,4,2,2,2,4,3,4,False,56.67,-100.0,26.09,3.57,0.0,0,0.0,0.0,100.0,33.33,0,1
SN78853358,Female,2021,4.7,Disability_Non-disable,0,98,98,5,4,1,1,0,11,22,8,10,7,8,16,11,17,20,8,20,1,2,1,1,1,2,1,1,True,100.0,25.0,128.57,81.82,25.0,1,100.0,0.0,100.0,0.0,0,1
SN15896593,Male,2020,5.4,Disability_Non-disable,0,94,94,3,3,1,0,0,30,36,0,0,10,16,16,22,23,30,23,43,2,4,1,2,5,5,2,3,False,20.0,0.0,60.0,36.36,87.5,0,100.0,100.0,0.0,50.0,1,1
SN27027321,Male,2020,5.7,Disability_Physical,0,112,112,2,1,2,1,1,42,50,0,0,13,17,26,29,29,29,35,48,2,5,2,2,1,4,0,2,False,19.05,0.0,100.0,0.0,11.54,0,150.0,0.0,300.0,2.0,1,2
SN22177072,Male,2020,5.7,Disability_Physical,0,109,109,1,1,2,1,2,32,51,1,0,16,23,28,27,30,30,36,45,2,3,2,2,5,5,1,4,False,59.38,-100.0,75.0,11.11,7.14,0,50.0,0.0,0.0,300.0,1,2
SN91805279,Male,2020,5.3,Disability_Physical,0,109,109,2,1,2,2,1,22,35,0,0,18,17,22,24,28,28,24,40,2,2,2,2,2,2,2,2,False,59.09,0.0,22.22,16.67,27.27,0,0.0,0.0,0.0,0.0,1,2
SN55947206,Female,2020,5.0,Disability_Non-disable,0,94,94,3,3,0,0,1,24,44,0,1,7,13,22,26,23,25,14,31,2,1,1,1,1,3,1,2,False,83.33,1.0,214.29,-3.85,13.64,0,-50.0,0.0,200.0,100.0,0,1
SN49140097,Male,2018,5.2,Disability_Cognitive,1,95,95,3,2,2,0,1,29,42,0,0,14,16,20,29,29,28,34,32,3,4,1,2,2,3,2,2,False,44.83,0.0,42.86,-3.45,40.0,0,33.33,100.0,50.0,0.0,1,0
SN52143759,Female,2021,5.1,Disability_Non-disable,0,96,95,1,1,2,0,0,28,33,0,0,16,22,25,23,26,29,17,42,2,4,1,2,1,5,2,2,False,17.86,0.0,56.25,26.09,16.0,0,100.0,100.0,400.0,0.0,0,1
SN13294830,Male,2017,5.1,Disability_Cognitive,0,93,93,1,1,1,0,0,6,27,2,14,2,7,13,16,14,22,6,4,0,2,0,1,0,1,0,1,True,350.0,600.0,550.0,37.5,69.23,1,2.0,1.0,1.0,1.0,1,0
SN25831094,Female,2020,5.2,Disability_Non-disable,0,109,109,3,2,2,2,0,25,39,0,13,8,17,24,31,30,31,27,39,1,2,1,1,2,1,1,2,False,56.0,13.0,200.0,0.0,29.17,0,100.0,0.0,-50.0,100.0,0,1
SN97460466,Male,2016,4.6,Disability_Non-disable,0,102,115,3,3,2,2,2,12,41,5,13,2,16,23,21,28,31,12,31,0,2,1,2,0,2,0,2,False,241.67,160.0,1050.0,47.62,34.78,0,2.0,100.0,2.0,2.0,1,1
SN00418553,Female,2021,5.6,Disability_Non-disable,0,95,92,1,1,2,1,0,27,32,10,14,7,10,17,24,24,29,34,36,2,1,1,1,1,2,1,1,False,18.52,40.0,142.86,20.83,70.59,0,-50.0,0.0,100.0,0.0,0,1
SN34766730,Male,2020,5.1,Disability_Non-disable,0,105,105,4,2,1,0,0,23,55,0,4,11,18,30,28,31,29,21,40,2,3,1,2,1,2,0,2,False,139.13,4.0,172.73,3.57,-3.33,0,50.0,100.0,100.0,2.0,1,1
SN55326822,Female,2020,5.6,Disability_Cognitive,0,78,78,4,3,2,0,0,2,17,5,11,1,8,18,15,15,16,11,15,0,2,1,1,0,1,0,2,True,750.0,120.0,1700.0,6.67,-11.11,1,2.0,0.0,1.0,2.0,0,0
SN22529328,Female,2016,5.4,Disability_Non-disable,0,114,114,3,1,2,2,1,23,33,0,0,10,17,23,20,24,29,24,32,2,3,1,1,0,2,1,2,False,43.48,0.0,130.0,45.0,26.09,0,50.0,0.0,2.0,100.0,0,1
SN59323963,Female,2016,4.7,Disability_Non-disable,0,103,103,2,1,2,2,0,22,31,0,0,8,15,18,23,25,27,33,27,1,3,0,1,1,1,2,2,False,40.91,0.0,125.0,17.39,50.0,0,200.0,1.0,0.0,0.0,0,1
SN78498115,Male,2018,5.2,Disability_Cognitive,1,94,94,2,2,2,2,0,5,12,7,9,2,11,11,13,5,14,8,18,0,1,1,1,0,1,0,2,True,140.0,28.57,450.0,7.69,27.27,1,1.0,0.0,1.0,2.0,1,0
SN16471539,Male,2020,5.7,Disability_Cognitive,0,112,112,2,2,2,1,2,10,30,2,12,3,9,17,19,21,26,9,27,0,1,1,1,0,2,0,2,False,200.0,500.0,466.67,36.84,52.94,0,1.0,0.0,2.0,2.0,1,0
SN53947701,Male,2020,5.3,Disability_Physical,0,101,101,2,2,2,1,1,29,36,1,0,18,24,20,20,24,31,54,36,4,6,2,2,4,5,2,3,False,24.14,-100.0,11.11,55.0,55.0,0,50.0,0.0,25.0,50.0,1,2
SN92706066,Female,2020,5.1,Disability_Non-disable,0,113,113,3,1,2,2,2,26,34,0,0,15,16,21,23,25,26,21,35,1,1,1,1,1,2,1,2,False,30.77,0.0,40.0,13.04,23.81,0,0.0,0.0,100.0,100.0,0,1
SN78358562,Male,2016,5.2,Disability_Non-disable,0,101,101,4,2,2,1,0,16,29,3,0,7,20,20,23,25,29,33,36,3,3,2,1,4,4,0,0,False,81.25,-100.0,185.71,26.09,45.0,0,0.0,-50.0,0.0,0.0,1,1
SN93693014,Female,2020,5.3,Disability_Non-disable,0,105,105,2,1,2,0,2,27,36,0,0,21,21,27,23,25,29,36,47,4,3,1,2,2,1,2,2,False,33.33,0.0,28.57,26.09,7.41,0,-25.0,100.0,-50.0,0.0,0,1
SN76136994,Female,2020,5.4,Disability_Non-disable,0,95,95,2,1,0,0,0,22,46,0,1,10,14,20,24,31,31,34,29,1,3,1,2,1,1,0,2,False,109.09,1.0,100.0,29.17,55.0,0,200.0,100.0,0.0,2.0,0,1
SN29629049,Male,2017,5.0,Disability_Non-disable,0,94,94,2,2,0,0,0,22,31,10,0,11,15,18,20,23,26,14,30,1,1,2,2,2,2,1,2,True,40.91,-100.0,63.64,30.0,44.44,1,0.0,0.0,0.0,100.0,1,1
SN64351360,Female,2018,4.9,Disability_Non-disable,0,115,115,3,2,2,2,2,15,36,2,2,8,13,22,23,25,28,22,32,1,2,0,2,1,2,1,2,False,140.0,0.0,175.0,21.74,27.27,0,100.0,2.0,100.0,100.0,0,1
SN91389747,Male,2017,5.1,Disability_Non-disable,0,113,113,2,1,2,0,0,13,30,0,8,7,15,25,25,25,27,25,27,2,4,1,2,1,4,0,2,False,130.77,8.0,257.14,8.0,8.0,0,100.0,100.0,300.0,2.0,1,1
SN59185138,Female,2018,4.5,Disability_Non-disable,0,104,104,2,2,1,0,1,30,45,0,0,12,15,30,25,25,32,21,28,0,1,1,2,2,3,0,2,True,50.0,0.0,150.0,28.0,6.67,1,1.0,100.0,50.0,2.0,0,1
SN17064077,Male,2020,4.9,Disability_Non-disable,0,115,115,2,2,2,1,1,26,35,0,0,9,14,22,27,27,28,33,37,2,2,1,2,2,2,2,2,False,34.62,0.0,144.44,3.7,27.27,0,0.0,100.0,0.0,0.0,1,1
SN80106018,Male,2020,5.5,Disability_Non-disable,0,104,104,2,1,2,2,1,52,59,0,1,15,15,28,27,29,29,25,43,2,4,1,2,1,3,2,2,False,13.46,1.0,86.67,7.41,3.57,0,100.0,100.0,200.0,0.0,1,1
SN78718667,Male,2020,4.8,Disability_Non-disable,0,97,97,2,1,2,2,2,21,32,0,4,5,12,17,25,28,29,23,27,2,3,0,1,0,1,0,3,False,52.38,4.0,240.0,16.0,70.59,0,50.0,1.0,1.0,3.0,1,1
SN73683777,Male,2021,5.1,Disability_Non-disable,0,95,92,3,3,2,0,1,3,36,1,17,5,15,19,19,20,25,11,17,1,3,1,1,0,1,1,1,False,1100.0,1600.0,280.0,31.58,31.58,0,200.0,0.0,1.0,0.0,1,1
SN52810305,Female,2021,5.2,Disability_Non-disable,0,113,105,2,1,2,1,0,24,42,0,0,14,21,21,23,28,28,32,39,2,4,1,2,1,5,0,2,False,75.0,0.0,50.0,21.74,33.33,0,100.0,100.0,400.0,2.0,0,1
SN84187417,Male,2018,5.5,Disability_Cognitive,0,97,97,2,2,1,0,1,8,16,1,13,0,8,16,10,16,18,5,7,1,3,0,1,1,2,0,2,True,100.0,1200.0,16.0,80.0,12.5,1,200.0,1.0,100.0,2.0,1,0
SN39120668,Male,2020,5.1,Disability_Non-disable,0,108,108,3,3,2,1,1,13,33,4,10,9,16,27,24,27,29,19,20,1,3,1,2,0,2,0,2,False,153.85,150.0,200.0,20.83,7.41,0,200.0,100.0,2.0,2.0,1,1
SN28415859,Male,2020,5.7,Disability_Non-disable,0,94,94,1,1,1,1,1,45,61,1,2,13,24,29,25,28,28,51,46,2,3,1,2,2,2,2,2,False,35.56,100.0,123.08,12.0,-3.45,0,50.0,100.0,0.0,0.0,1,1
SN57446911,Female,2020,4.6,Disability_Non-disable,0,95,95,2,2,2,1,2,15,31,4,11,4,13,18,18,21,26,16,36,2,1,1,1,1,1,1,0,False,106.67,175.0,350.0,44.44,44.44,0,-50.0,0.0,0.0,-100.0,0,1
SN10518891,Female,2018,5.2,Disability_Cognitive,0,108,108,3,3,2,0,2,8,28,0,14,5,12,19,20,25,25,10,21,1,2,1,1,1,1,0,2,True,250.0,14.0,280.0,25.0,31.58,1,100.0,0.0,0.0,2.0,0,0
SN49953520,Female,2016,5.4,Disability_Non-disable,0,104,104,3,2,2,0,1,42,67,0,2,15,14,22,26,28,27,30,34,2,3,1,1,1,2,2,2,False,59.52,2.0,46.67,3.85,22.73,0,50.0,0.0,100.0,0.0,0,1
SN06754183,Female,2021,5.2,Disability_Non-disable,0,92,87,2,1,2,0,0,25,30,0,0,12,11,19,17,25,28,15,35,1,2,1,2,1,2,2,2,True,20.0,0.0,58.33,64.71,47.37,1,100.0,100.0,100.0,0.0,0,1
SN89819969,Male,2016,5.5,Disability_Non-disable,0,120,120,2,1,2,1,1,28,42,11,0,14,14,22,21,24,29,17,37,2,2,1,3,4,4,1,2,False,50.0,-100.0,57.14,38.1,31.82,0,0.0,200.0,0.0,100.0,1,1
SN30687144,Female,2018,5.3,Disability_Non-disable,0,112,112,4,3,2,0,1,24,36,2,0,12,17,19,25,27,26,29,24,2,2,1,2,1,2,2,1,True,50.0,-100.0,58.33,4.0,36.84,1,0.0,100.0,100.0,-50.0,0,1
SN46802127,Male,2021,5.7,Disability_Non-disable,0,94,91,2,1,2,0,0,4,29,2,15,5,16,18,15,16,15,7,12,1,2,0,1,0,2,0,2,True,625.0,650.0,260.0,0.0,-16.67,1,100.0,1.0,2.0,2.0,1,1
SN59702382,Female,2017,4.9,Disability_Non-disable,0,116,116,2,1,1,1,0,28,38,0,0,13,18,24,21,25,29,21,30,1,2,1,1,1,0,1,0,False,35.71,0.0,84.62,38.1,20.83,0,100.0,0.0,-100.0,-100.0,0,1
SN96596181,Male,2020,4.6,Disability_Non-disable,0,94,94,1,1,2,2,2,10,28,10,15,2,8,19,23,18,23,3,20,1,5,1,2,0,4,0,2,False,180.0,50.0,850.0,0.0,21.05,0,400.0,100.0,4.0,2.0,1,1
SN52152075,Female,2020,5.7,Disability_Non-disable,0,116,116,5,5,2,0,0,14,36,7,10,6,17,21,25,28,27,22,27,1,1,1,2,1,2,0,1,True,157.14,42.86,250.0,8.0,28.57,1,0.0,100.0,100.0,1.0,0,1
SN58271927,Male,2020,5.0,Disability_Non-disable,0,98,98,3,2,2,0,0,22,26,10,12,13,12,22,20,22,23,9,24,1,3,1,2,0,3,1,2,False,18.18,20.0,69.23,15.0,4.55,0,200.0,100.0,3.0,100.0,1,1
SN56185489,Female,2018,5.7,Disability_Non-disable,0,108,108,2,1,2,1,2,22,29,0,0,8,18,29,24,27,26,28,30,3,3,1,2,2,2,1,2,False,31.82,0.0,262.5,8.33,-10.34,0,0.0,100.0,0.0,100.0,0,1
SN24425570,Male,2017,5.2,Disability_Non-disable,0,95,95,2,1,2,0,1,27,40,0,0,9,13,25,28,24,26,23,37,3,3,1,2,0,1,2,2,True,48.15,0.0,177.78,-7.14,4.0,1,0.0,100.0,1.0,0.0,1,1
SN60425322,Male,2020,5.8,Disability_Physical,0,95,95,1,1,2,1,1,52,75,0,0,26,24,27,29,30,31,38,50,3,4,2,2,2,4,2,2,False,44.23,0.0,3.85,6.9,14.81,0,33.33,0.0,100.0,0.0,1,2
SN94410056,Female,2017,5.9,Disability_Non-disable,0,98,98,4,3,2,2,0,30,28,1,0,14,22,22,24,25,29,25,36,3,4,1,2,2,2,2,4,False,-6.67,-100.0,57.14,20.83,31.82,0,33.33,100.0,0.0,100.0,0,1
SN38551248,Female,2016,5.3,Disability_Cognitive,0,116,116,3,2,1,1,0,5,32,2,11,4,7,19,23,25,28,8,23,1,3,1,2,1,2,0,0,False,540.0,450.0,375.0,21.74,47.37,0,200.0,100.0,100.0,0.0,0,0
SN36441946,Female,2018,5.0,Disability_Non-disable,0,95,95,2,2,2,0,2,40,60,0,1,22,30,27,28,28,27,27,31,3,4,1,2,0,4,2,2,False,50.0,1.0,22.73,-3.57,0.0,0,33.33,100.0,4.0,0.0,0,1
SN62350751,Female,2021,4.8,Disability_Non-disable,0,107,96,1,1,2,2,2,31,47,0,0,15,12,20,20,24,29,9,28,2,2,0,1,1,3,0,2,False,51.61,0.0,33.33,45.0,45.0,0,0.0,1.0,200.0,2.0,0,1
SN71078308,Male,2021,5.4,Disability_Non-disable,0,95,92,2,1,2,2,2,28,34,16,17,8,15,20,23,26,27,37,42,2,4,2,2,2,5,1,5,True,21.43,6.25,150.0,17.39,35.0,1,100.0,0.0,150.0,400.0,1,1
SN73210774,Male,2021,5.4,Disability_Non-disable,0,94,91,2,2,0,0,0,45,61,1,0,27,28,28,28,33,30,41,48,3,4,1,2,2,4,0,1,False,35.56,-100.0,3.7,7.14,7.14,0,33.33,100.0,100.0,1.0,1,1
SN81135960,Male,2020,4.9,Disability_Cognitive,0,78,78,2,2,0,0,0,2,10,0,7,1,5,10,11,8,11,1,2,0,2,0,1,0,0,0,2,True,400.0,7.0,900.0,0.0,10.0,1,2.0,1.0,0.0,2.0,1,0
SN01418487,Female,2017,5.0,Disability_Cognitive,0,95,95,3,3,0,0,0,13,31,0,12,10,11,19,21,25,27,19,19,1,2,1,2,0,0,0,2,True,138.46,12.0,90.0,28.57,42.11,1,100.0,100.0,0.0,2.0,0,0
SN27916071,Male,2018,5.8,Disability_Non-disable,0,95,95,3,1,2,0,1,25,37,0,0,13,19,26,26,24,28,22,32,2,3,1,2,0,2,2,1,True,48.0,0.0,100.0,7.69,7.69,1,50.0,100.0,2.0,-50.0,1,1
SN06399056,Female,2018,5.0,Disability_Non-disable,0,95,95,1,1,2,0,0,25,38,0,1,11,13,22,25,28,28,22,37,3,3,1,2,1,3,0,2,True,52.0,1.0,100.0,12.0,27.27,1,0.0,100.0,200.0,2.0,0,1
SN89631446,Female,2016,5.3,Disability_Non-disable,0,101,101,3,1,2,0,0,25,37,0,0,10,14,21,27,27,30,33,37,2,4,1,1,2,2,0,0,False,48.0,0.0,110.0,11.11,42.86,0,100.0,0.0,0.0,0.0,0,1
SN30335471,Female,2020,4.8,Disability_Non-disable,0,78,78,2,1,0,0,0,9,30,1,14,3,19,18,21,25,25,18,25,1,3,0,1,1,2,0,2,True,233.33,1300.0,500.0,19.05,38.89,1,200.0,1.0,100.0,2.0,0,1
SN55587924,Female,2020,5.5,Disability_Cognitive,1,110,110,1,1,2,1,0,6,30,6,15,1,12,14,20,23,25,4,18,0,1,0,1,0,1,0,1,True,400.0,150.0,1300.0,25.0,78.57,1,1.0,1.0,1.0,1.0,0,0
SN89659418,Female,2017,4.6,Disability_Non-disable,0,114,114,1,1,1,1,0,10,39,3,15,5,6,20,22,25,29,8,11,0,2,0,1,0,2,0,2,False,290.0,400.0,300.0,31.82,45.0,0,2.0,1.0,2.0,2.0,0,1
